TxnDate,AccountNumber,AccountName,Debit,Credit,Currency
2023-03-24,2200,Sales Tax Payable,0.0,131.68,USD
2023-03-24,5000,Cost of Goods Sold,851.25,0.0,USD
2023-03-24,1200,Inventory,0.0,851.25,USD
2023-03-24,1100,Accounts Receivable,1956.34,0.0,USD
2023-03-24,4001,Revenue,0.0,1807.24,USD
2023-03-24,2200,Sales Tax Payable,0.0,149.1,USD
2023-03-24,5000,Cost of Goods Sold,1005.97,0.0,USD
2023-03-24,1200,Inventory,0.0,1005.97,USD
2023-03-24,1010,Cash,2562.88,0.0,USD
2023-03-24,4001,Revenue,0.0,2367.56,USD
2023-03-24,2200,Sales Tax Payable,0.0,195.32,USD
2023-03-24,5000,Cost of Goods Sold,1464.6,0.0,USD
2023-03-24,1200,Inventory,0.0,1464.6,USD
2023-03-24,1010,Cash,157.67,0.0,USD
2023-03-24,1100,Accounts Receivable,0.0,157.67,USD
2023-03-24,1200,Inventory,1817.12,0.0,USD
2023-03-24,2000,Accounts Payable,0.0,1817.12,USD
2023-03-27,1010,Cash,855.3,0.0,USD
2023-03-27,4001,Revenue,0.0,790.12,USD
2023-03-27,2200,Sales Tax Payable,0.0,65.18,USD
2023-03-27,5000,Cost of Goods Sold,483.52,0.0,USD
2023-03-27,1200,Inventory,0.0,483.52,USD
2023-03-28,1010,Cash,942.07,0.0,USD
2023-03-28,4001,Revenue,0.0,870.27,USD
2023-03-28,2200,Sales Tax Payable,0.0,71.8,USD
2023-03-28,5000,Cost of Goods Sold,475.68,0.0,USD
2023-03-28,1200,Inventory,0.0,475.68,USD
2023-03-28,1010,Cash,1063.08,0.0,USD
2023-03-28,1100,Accounts Receivable,0.0,1063.08,USD
2023-03-28,6800,Software Subscriptions Expense,628.88,0.0,USD
2023-03-28,1010,Cash,0.0,628.88,USD
2023-03-29,1010,Cash,837.29,0.0,USD
2023-03-29,4010,Service Revenue,0.0,837.29,USD
2023-03-29,2000,Accounts Payable,1969.37,0.0,USD
2023-03-29,1010,Cash,0.0,1969.37,USD
2023-03-31,1010,Cash,1174.5,0.0,USD
2023-03-31,4001,Revenue,0.0,1084.99,USD
2023-03-31,2200,Sales Tax Payable,0.0,89.51,USD
2023-03-31,5000,Cost of Goods Sold,686.28,0.0,USD
2023-03-31,1200,Inventory,0.0,686.28,USD
2023-03-31,1010,Cash,926.18,0.0,USD
2023-03-31,4001,Revenue,0.0,855.59,USD
2023-03-31,2200,Sales Tax Payable,0.0,70.59,USD
2023-03-31,5000,Cost of Goods Sold,494.88,0.0,USD
2023-03-31,1200,Inventory,0.0,494.88,USD
2023-03-31,1010,Cash,2174.5,0.0,USD
2023-03-31,1100,Accounts Receivable,0.0,2174.5,USD
2023-03-31,1200,Inventory,1896.29,0.0,USD
2023-03-31,2000,Accounts Payable,0.0,1896.29,USD
2023-03-31,6600,Marketing Expense,310.35,0.0,USD
2023-03-31,1010,Cash,0.0,310.35,USD
2023-04-03,1010,Cash,655.13,0.0,USD
2023-04-03,4001,Revenue,0.0,605.2,USD
2023-04-03,2200,Sales Tax Payable,0.0,49.93,USD
2023-04-03,5000,Cost of Goods Sold,367.91,0.0,USD
2023-04-03,1200,Inventory,0.0,367.91,USD
2023-04-03,1010,Cash,1718.06,0.0,USD
2023-04-03,4001,Revenue,0.0,1587.12,USD
2023-04-03,2200,Sales Tax Payable,0.0,130.94,USD
2023-04-03,5000,Cost of Goods Sold,833.68,0.0,USD
2023-04-03,1200,Inventory,0.0,833.68,USD
2023-04-03,1200,Inventory,2705.94,0.0,USD
2023-04-03,2000,Accounts Payable,0.0,2705.94,USD
2023-04-04,1010,Cash,1491.34,0.0,USD
2023-04-04,4001,Revenue,0.0,1377.68,USD
2023-04-04,2200,Sales Tax Payable,0.0,113.66,USD
2023-04-04,5000,Cost of Goods Sold,736.44,0.0,USD
2023-04-04,1200,Inventory,0.0,736.44,USD
2023-04-04,1010,Cash,1156.11,0.0,USD
2023-04-04,4001,Revenue,0.0,1068.0,USD
2023-04-04,2200,Sales Tax Payable,0.0,88.11,USD
2023-04-04,5000,Cost of Goods Sold,657.57,0.0,USD
2023-04-04,1200,Inventory,0.0,657.57,USD
2023-04-04,1010,Cash,1558.55,0.0,USD
2023-04-04,1100,Accounts Receivable,0.0,1558.55,USD
2023-04-04,1200,Inventory,610.81,0.0,USD
2023-04-04,2000,Accounts Payable,0.0,610.81,USD
2023-04-05,1010,Cash,1443.07,0.0,USD
2023-04-05,4001,Revenue,0.0,1333.09,USD
2023-04-05,2200,Sales Tax Payable,0.0,109.98,USD
2023-04-05,5000,Cost of Goods Sold,820.81,0.0,USD
2023-04-05,1200,Inventory,0.0,820.81,USD
2023-04-05,1010,Cash,991.78,0.0,USD
2023-04-05,4001,Revenue,0.0,916.19,USD
2023-04-05,2200,Sales Tax Payable,0.0,75.59,USD
2023-04-05,5000,Cost of Goods Sold,493.9,0.0,USD
2023-04-05,1200,Inventory,0.0,493.9,USD
2023-04-06,1100,Accounts Receivable,1021.26,0.0,USD
2023-04-06,4001,Revenue,0.0,943.43,USD
2023-04-06,2200,Sales Tax Payable,0.0,77.83,USD
2023-04-06,5000,Cost of Goods Sold,536.19,0.0,USD
2023-04-06,1200,Inventory,0.0,536.19,USD
2023-04-06,1010,Cash,793.72,0.0,USD
2023-04-06,1100,Accounts Receivable,0.0,793.72,USD
2023-04-07,1100,Accounts Receivable,557.92,0.0,USD
2023-04-07,4001,Revenue,0.0,515.4,USD
2023-04-07,2200,Sales Tax Payable,0.0,42.52,USD
2023-04-07,5000,Cost of Goods Sold,269.29,0.0,USD
2023-04-07,1200,Inventory,0.0,269.29,USD
2023-04-07,1010,Cash,414.54,0.0,USD
2023-04-07,1100,Accounts Receivable,0.0,414.54,USD
2023-04-10,1100,Accounts Receivable,1311.52,0.0,USD
2023-04-10,4001,Revenue,0.0,1211.57,USD
2023-04-10,2200,Sales Tax Payable,0.0,99.95,USD
2023-04-10,5000,Cost of Goods Sold,762.99,0.0,USD
2023-04-10,1200,Inventory,0.0,762.99,USD
2023-04-10,6800,Software Subscriptions Expense,265.92,0.0,USD
2023-04-10,1010,Cash,0.0,265.92,USD
2023-04-11,1010,Cash,792.87,0.0,USD
2023-04-11,4001,Revenue,0.0,732.44,USD
2023-04-11,2200,Sales Tax Payable,0.0,60.43,USD
2023-04-11,5000,Cost of Goods Sold,422.34,0.0,USD
2023-04-11,1200,Inventory,0.0,422.34,USD
2023-04-11,1100,Accounts Receivable,1265.04,0.0,USD
2023-04-11,4010,Service Revenue,0.0,1265.04,USD
2023-04-12,1100,Accounts Receivable,2581.73,0.0,USD
2023-04-12,4001,Revenue,0.0,2384.97,USD
2023-04-12,2200,Sales Tax Payable,0.0,196.76,USD
2023-04-12,5000,Cost of Goods Sold,1477.41,0.0,USD
2023-04-12,1200,Inventory,0.0,1477.41,USD
2023-04-12,1100,Accounts Receivable,504.92,0.0,USD
2023-04-12,4010,Service Revenue,0.0,504.92,USD
2023-04-12,1100,Accounts Receivable,1461.98,0.0,USD
2023-04-12,4001,Revenue,0.0,1350.56,USD
2023-04-12,2200,Sales Tax Payable,0.0,111.42,USD
2023-04-12,5000,Cost of Goods Sold,816.99,0.0,USD
2023-04-12,1200,Inventory,0.0,816.99,USD
2023-04-12,2000,Accounts Payable,4488.61,0.0,USD
2023-04-12,1010,Cash,0.0,4488.61,USD
2023-04-13,1010,Cash,921.28,0.0,USD
2023-04-13,4001,Revenue,0.0,851.07,USD
2023-04-13,2200,Sales Tax Payable,0.0,70.21,USD
2023-04-13,5000,Cost of Goods Sold,535.8,0.0,USD
2023-04-13,1200,Inventory,0.0,535.8,USD
2023-04-13,1200,Inventory,2043.87,0.0,USD
2023-04-13,1010,Cash,0.0,2043.87,USD
2023-04-13,6500,Office Supplies Expense,366.79,0.0,USD
2023-04-13,1010,Cash,0.0,366.79,USD
2023-04-14,1010,Cash,1295.14,0.0,USD
2023-04-14,4010,Service Revenue,0.0,1295.14,USD
2023-04-17,1100,Accounts Receivable,1356.35,0.0,USD
2023-04-17,4001,Revenue,0.0,1252.98,USD
2023-04-17,2200,Sales Tax Payable,0.0,103.37,USD
2023-04-17,5000,Cost of Goods Sold,724.47,0.0,USD
2023-04-17,1200,Inventory,0.0,724.47,USD
2023-04-17,1100,Accounts Receivable,826.25,0.0,USD
2023-04-17,4001,Revenue,0.0,763.28,USD
2023-04-17,2200,Sales Tax Payable,0.0,62.97,USD
2023-04-17,5000,Cost of Goods Sold,485.31,0.0,USD
2023-04-17,1200,Inventory,0.0,485.31,USD
2023-04-17,2000,Accounts Payable,446.5,0.0,USD
2023-04-17,1010,Cash,0.0,446.5,USD
2023-04-17,6800,Software Subscriptions Expense,233.86,0.0,USD
2023-04-17,1010,Cash,0.0,233.86,USD
2023-04-18,1010,Cash,1216.55,0.0,USD
2023-04-18,4001,Revenue,0.0,1123.83,USD
2023-04-18,2200,Sales Tax Payable,0.0,92.72,USD
2023-04-18,5000,Cost of Goods Sold,632.18,0.0,USD
2023-04-18,1200,Inventory,0.0,632.18,USD
2023-04-18,1010,Cash,1820.73,0.0,USD
2023-04-18,4001,Revenue,0.0,1681.97,USD
2023-04-18,2200,Sales Tax Payable,0.0,138.76,USD
2023-04-18,5000,Cost of Goods Sold,989.11,0.0,USD
2023-04-18,1200,Inventory,0.0,989.11,USD
2023-04-18,1010,Cash,1414.16,0.0,USD
2023-04-18,4001,Revenue,0.0,1306.38,USD
2023-04-18,2200,Sales Tax Payable,0.0,107.78,USD
2023-04-18,5000,Cost of Goods Sold,766.42,0.0,USD
2023-04-18,1200,Inventory,0.0,766.42,USD
2023-04-18,2000,Accounts Payable,475.83,0.0,USD
2023-04-18,1010,Cash,0.0,475.83,USD
2023-04-18,6800,Software Subscriptions Expense,495.22,0.0,USD
2023-04-18,1010,Cash,0.0,495.22,USD
2023-04-19,1010,Cash,1557.81,0.0,USD
2023-04-19,1100,Accounts Receivable,0.0,1557.81,USD
2023-04-20,1100,Accounts Receivable,1602.04,0.0,USD
2023-04-20,4001,Revenue,0.0,1479.94,USD
2023-04-20,2200,Sales Tax Payable,0.0,122.1,USD
2023-04-20,5000,Cost of Goods Sold,934.55,0.0,USD
2023-04-20,1200,Inventory,0.0,934.55,USD
2023-04-20,1010,Cash,963.33,0.0,USD
2023-04-20,4001,Revenue,0.0,889.91,USD
2023-04-20,2200,Sales Tax Payable,0.0,73.42,USD
2023-04-20,5000,Cost of Goods Sold,511.88,0.0,USD
2023-04-20,1200,Inventory,0.0,511.88,USD
2023-04-20,1010,Cash,455.05,0.0,USD
2023-04-20,4010,Service Revenue,0.0,455.05,USD
2023-04-21,1100,Accounts Receivable,692.72,0.0,USD
2023-04-21,4001,Revenue,0.0,639.93,USD
2023-04-21,2200,Sales Tax Payable,0.0,52.79,USD
2023-04-21,5000,Cost of Goods Sold,361.82,0.0,USD
2023-04-21,1200,Inventory,0.0,361.82,USD
2023-04-21,1010,Cash,2455.84,0.0,USD
2023-04-21,4001,Revenue,0.0,2268.67,USD
2023-04-21,2200,Sales Tax Payable,0.0,187.17,USD
2023-04-21,5000,Cost of Goods Sold,1422.39,0.0,USD
2023-04-21,1200,Inventory,0.0,1422.39,USD
2023-04-21,1010,Cash,1289.69,0.0,USD
2023-04-21,4001,Revenue,0.0,1191.4,USD
2023-04-21,2200,Sales Tax Payable,0.0,98.29,USD
2023-04-21,5000,Cost of Goods Sold,656.28,0.0,USD
2023-04-21,1200,Inventory,0.0,656.28,USD
2023-04-21,1010,Cash,1245.51,0.0,USD
2023-04-21,1100,Accounts Receivable,0.0,1245.51,USD
2023-04-21,1200,Inventory,607.28,0.0,USD
2023-04-21,1010,Cash,0.0,607.28,USD
2023-04-21,2000,Accounts Payable,779.94,0.0,USD
2023-04-21,1010,Cash,0.0,779.94,USD
2023-04-24,1100,Accounts Receivable,1728.66,0.0,USD
2023-04-24,4001,Revenue,0.0,1596.91,USD
2023-04-24,2200,Sales Tax Payable,0.0,131.75,USD
2023-04-24,5000,Cost of Goods Sold,1006.98,0.0,USD
2023-04-24,1200,Inventory,0.0,1006.98,USD
2023-04-24,1010,Cash,758.03,0.0,USD
2023-04-24,4001,Revenue,0.0,700.26,USD
2023-04-24,2200,Sales Tax Payable,0.0,57.77,USD
2023-04-24,5000,Cost of Goods Sold,434.47,0.0,USD
2023-04-24,1200,Inventory,0.0,434.47,USD
2023-04-24,1010,Cash,1038.4,0.0,USD
2023-04-24,1100,Accounts Receivable,0.0,1038.4,USD
2023-04-25,1100,Accounts Receivable,1364.08,0.0,USD
2023-04-25,4001,Revenue,0.0,1260.12,USD
2023-04-25,2200,Sales Tax Payable,0.0,103.96,USD
2023-04-25,5000,Cost of Goods Sold,752.23,0.0,USD
2023-04-25,1200,Inventory,0.0,752.23,USD
2023-04-25,1010,Cash,503.6,0.0,USD
2023-04-25,1100,Accounts Receivable,0.0,503.6,USD
2023-04-25,1200,Inventory,849.46,0.0,USD
2023-04-25,1010,Cash,0.0,849.46,USD
2023-04-26,1010,Cash,992.94,0.0,USD
2023-04-26,4010,Service Revenue,0.0,992.94,USD
2023-04-26,1200,Inventory,1011.76,0.0,USD
2023-04-26,2000,Accounts Payable,0.0,1011.76,USD
2023-04-26,2000,Accounts Payable,698.17,0.0,USD
2023-04-26,1010,Cash,0.0,698.17,USD
2023-04-27,1100,Accounts Receivable,3071.99,0.0,USD
2023-04-27,4001,Revenue,0.0,2837.87,USD
2023-04-27,2200,Sales Tax Payable,0.0,234.12,USD
2023-04-27,5000,Cost of Goods Sold,1652.46,0.0,USD
2023-04-27,1200,Inventory,0.0,1652.46,USD
2023-04-27,1010,Cash,528.3,0.0,USD
2023-04-27,4001,Revenue,0.0,488.04,USD
2023-04-27,2200,Sales Tax Payable,0.0,40.26,USD
2023-04-27,5000,Cost of Goods Sold,282.4,0.0,USD
2023-04-27,1200,Inventory,0.0,282.4,USD
2023-04-28,1010,Cash,1770.75,0.0,USD
2023-04-28,4001,Revenue,0.0,1635.8,USD
2023-04-28,2200,Sales Tax Payable,0.0,134.95,USD
2023-04-28,5000,Cost of Goods Sold,1002.74,0.0,USD
2023-04-28,1200,Inventory,0.0,1002.74,USD
2023-04-28,1100,Accounts Receivable,1396.71,0.0,USD
2023-04-28,4001,Revenue,0.0,1290.26,USD
2023-04-28,2200,Sales Tax Payable,0.0,106.45,USD
2023-04-28,5000,Cost of Goods Sold,748.99,0.0,USD
2023-04-28,1200,Inventory,0.0,748.99,USD
2023-04-28,1010,Cash,1498.03,0.0,USD
2023-04-28,4001,Revenue,0.0,1383.86,USD
2023-04-28,2200,Sales Tax Payable,0.0,114.17,USD
2023-04-28,5000,Cost of Goods Sold,781.27,0.0,USD
2023-04-28,1200,Inventory,0.0,781.27,USD
2023-04-28,1010,Cash,982.32,0.0,USD
2023-04-28,1100,Accounts Receivable,0.0,982.32,USD
2023-05-01,1010,Cash,711.84,0.0,USD
2023-05-01,1100,Accounts Receivable,0.0,711.84,USD
2023-05-02,1010,Cash,1922.26,0.0,USD
2023-05-02,4001,Revenue,0.0,1775.76,USD
2023-05-02,2200,Sales Tax Payable,0.0,146.5,USD
2023-05-02,5000,Cost of Goods Sold,1070.84,0.0,USD
2023-05-02,1200,Inventory,0.0,1070.84,USD
2023-05-02,2000,Accounts Payable,2004.62,0.0,USD
2023-05-02,1010,Cash,0.0,2004.62,USD
2023-05-02,6800,Software Subscriptions Expense,218.09,0.0,USD
2023-05-02,1010,Cash,0.0,218.09,USD
2023-05-03,1010,Cash,1357.41,0.0,USD
2023-05-03,4001,Revenue,0.0,1253.96,USD
2023-05-03,2200,Sales Tax Payable,0.0,103.45,USD
2023-05-03,5000,Cost of Goods Sold,691.49,0.0,USD
2023-05-03,1200,Inventory,0.0,691.49,USD
2023-05-03,2000,Accounts Payable,1232.89,0.0,USD
2023-05-03,1010,Cash,0.0,1232.89,USD
2023-05-04,1010,Cash,307.55,0.0,USD
2023-05-04,4010,Service Revenue,0.0,307.55,USD
2023-05-04,1010,Cash,2309.33,0.0,USD
2023-05-04,4001,Revenue,0.0,2133.33,USD
2023-05-04,2200,Sales Tax Payable,0.0,176.0,USD
2023-05-04,5000,Cost of Goods Sold,1229.05,0.0,USD
2023-05-04,1200,Inventory,0.0,1229.05,USD
2023-05-04,1100,Accounts Receivable,1088.87,0.0,USD
2023-05-04,4010,Service Revenue,0.0,1088.87,USD
2023-05-04,1010,Cash,455.73,0.0,USD
2023-05-04,1100,Accounts Receivable,0.0,455.73,USD
2023-05-04,2000,Accounts Payable,1179.92,0.0,USD
2023-05-04,1010,Cash,0.0,1179.92,USD
2023-05-05,1010,Cash,3228.7,0.0,USD
2023-05-05,4001,Revenue,0.0,2982.63,USD
2023-05-05,2200,Sales Tax Payable,0.0,246.07,USD
2023-05-05,5000,Cost of Goods Sold,1596.1,0.0,USD
2023-05-05,1200,Inventory,0.0,1596.1,USD
2023-05-05,1100,Accounts Receivable,805.6,0.0,USD
2023-05-05,4010,Service Revenue,0.0,805.6,USD
2023-05-05,1200,Inventory,629.95,0.0,USD
2023-05-05,2000,Accounts Payable,0.0,629.95,USD
2023-05-05,6800,Software Subscriptions Expense,482.47,0.0,USD
2023-05-05,1010,Cash,0.0,482.47,USD
2023-05-08,1100,Accounts Receivable,1438.91,0.0,USD
2023-05-08,4001,Revenue,0.0,1329.25,USD
2023-05-08,2200,Sales Tax Payable,0.0,109.66,USD
2023-05-08,5000,Cost of Goods Sold,767.68,0.0,USD
2023-05-08,1200,Inventory,0.0,767.68,USD
2023-05-08,1010,Cash,1475.65,0.0,USD
2023-05-08,1100,Accounts Receivable,0.0,1475.65,USD
2023-05-08,6500,Office Supplies Expense,511.07,0.0,USD
2023-05-08,1010,Cash,0.0,511.07,USD
2023-05-09,1010,Cash,968.29,0.0,USD
2023-05-09,1100,Accounts Receivable,0.0,968.29,USD
2023-05-09,2000,Accounts Payable,264.72,0.0,USD
2023-05-09,1010,Cash,0.0,264.72,USD
2023-05-10,1100,Accounts Receivable,784.62,0.0,USD
2023-05-10,4010,Service Revenue,0.0,784.62,USD
2023-05-11,1100,Accounts Receivable,744.24,0.0,USD
2023-05-11,4010,Service Revenue,0.0,744.24,USD
2023-05-11,2000,Accounts Payable,1661.54,0.0,USD
2023-05-11,1010,Cash,0.0,1661.54,USD
2023-05-12,1100,Accounts Receivable,1540.6,0.0,USD
2023-05-12,4001,Revenue,0.0,1423.19,USD
2023-05-12,2200,Sales Tax Payable,0.0,117.41,USD
2023-05-12,5000,Cost of Goods Sold,804.93,0.0,USD
2023-05-12,1200,Inventory,0.0,804.93,USD
2023-05-12,1010,Cash,1628.22,0.0,USD
2023-05-12,4001,Revenue,0.0,1504.13,USD
2023-05-12,2200,Sales Tax Payable,0.0,124.09,USD
2023-05-12,5000,Cost of Goods Sold,841.51,0.0,USD
2023-05-12,1200,Inventory,0.0,841.51,USD
2023-05-12,1100,Accounts Receivable,957.83,0.0,USD
2023-05-12,4001,Revenue,0.0,884.83,USD
2023-05-12,2200,Sales Tax Payable,0.0,73.0,USD
2023-05-12,5000,Cost of Goods Sold,462.88,0.0,USD
2023-05-12,1200,Inventory,0.0,462.88,USD
2023-05-12,1010,Cash,3793.04,0.0,USD
2023-05-12,1100,Accounts Receivable,0.0,3793.04,USD
2023-05-15,1010,Cash,1989.16,0.0,USD
2023-05-15,4001,Revenue,0.0,1837.56,USD
2023-05-15,2200,Sales Tax Payable,0.0,151.6,USD
2023-05-15,5000,Cost of Goods Sold,1156.7,0.0,USD
2023-05-15,1200,Inventory,0.0,1156.7,USD
2023-05-15,1010,Cash,4359.09,0.0,USD
2023-05-15,4001,Revenue,0.0,4026.87,USD
2023-05-15,2200,Sales Tax Payable,0.0,332.22,USD
2023-05-15,5000,Cost of Goods Sold,2207.85,0.0,USD
2023-05-15,1200,Inventory,0.0,2207.85,USD
2023-05-15,1010,Cash,647.15,0.0,USD
2023-05-15,1100,Accounts Receivable,0.0,647.15,USD
2023-05-15,6600,Marketing Expense,395.13,0.0,USD
2023-05-15,1010,Cash,0.0,395.13,USD
2023-05-16,1010,Cash,1585.51,0.0,USD
2023-05-16,4010,Service Revenue,0.0,1585.51,USD
2023-05-16,1200,Inventory,822.84,0.0,USD
2023-05-16,2000,Accounts Payable,0.0,822.84,USD
2023-05-17,1010,Cash,1002.12,0.0,USD
2023-05-17,4010,Service Revenue,0.0,1002.12,USD
2023-05-17,1010,Cash,1658.22,0.0,USD
2023-05-17,1100,Accounts Receivable,0.0,1658.22,USD
2023-05-17,1200,Inventory,1851.63,0.0,USD
2023-05-17,2000,Accounts Payable,0.0,1851.63,USD
2023-05-18,1010,Cash,1294.09,0.0,USD
2023-05-18,1100,Accounts Receivable,0.0,1294.09,USD
2023-05-18,2000,Accounts Payable,666.45,0.0,USD
2023-05-18,1010,Cash,0.0,666.45,USD
2023-05-19,1100,Accounts Receivable,728.21,0.0,USD
2023-05-19,4001,Revenue,0.0,672.71,USD
2023-05-19,2200,Sales Tax Payable,0.0,55.5,USD
2023-05-19,5000,Cost of Goods Sold,385.21,0.0,USD
2023-05-19,1200,Inventory,0.0,385.21,USD
2023-05-19,1010,Cash,1226.82,0.0,USD
2023-05-19,4001,Revenue,0.0,1133.32,USD
2023-05-19,2200,Sales Tax Payable,0.0,93.5,USD
2023-05-19,5000,Cost of Goods Sold,592.43,0.0,USD
2023-05-19,1200,Inventory,0.0,592.43,USD
2023-05-19,1010,Cash,597.79,0.0,USD
2023-05-19,4010,Service Revenue,0.0,597.79,USD
2023-05-22,1010,Cash,1434.48,0.0,USD
2023-05-22,1100,Accounts Receivable,0.0,1434.48,USD
2023-05-22,6800,Software Subscriptions Expense,299.98,0.0,USD
2023-05-22,1010,Cash,0.0,299.98,USD
2023-05-23,1010,Cash,418.46,0.0,USD
2023-05-23,4001,Revenue,0.0,386.57,USD
2023-05-23,2200,Sales Tax Payable,0.0,31.89,USD
2023-05-23,5000,Cost of Goods Sold,206.42,0.0,USD
2023-05-23,1200,Inventory,0.0,206.42,USD
2023-05-23,2000,Accounts Payable,567.87,0.0,USD
2023-05-23,1010,Cash,0.0,567.87,USD
2023-05-23,6500,Office Supplies Expense,214.61,0.0,USD
2023-05-23,1010,Cash,0.0,214.61,USD
2023-05-24,1010,Cash,3008.54,0.0,USD
2023-05-24,4001,Revenue,0.0,2779.25,USD
2023-05-24,2200,Sales Tax Payable,0.0,229.29,USD
2023-05-24,5000,Cost of Goods Sold,1517.95,0.0,USD
2023-05-24,1200,Inventory,0.0,1517.95,USD
2023-05-24,1010,Cash,753.47,0.0,USD
2023-05-24,1100,Accounts Receivable,0.0,753.47,USD
2023-05-24,2000,Accounts Payable,874.41,0.0,USD
2023-05-24,1010,Cash,0.0,874.41,USD
2023-05-25,1010,Cash,464.76,0.0,USD
2023-05-25,4010,Service Revenue,0.0,464.76,USD
2023-05-25,1100,Accounts Receivable,1263.22,0.0,USD
2023-05-25,4001,Revenue,0.0,1166.95,USD
2023-05-25,2200,Sales Tax Payable,0.0,96.27,USD
2023-05-25,5000,Cost of Goods Sold,704.61,0.0,USD
2023-05-25,1200,Inventory,0.0,704.61,USD
2023-05-25,6600,Marketing Expense,709.48,0.0,USD
2023-05-25,1010,Cash,0.0,709.48,USD
2023-05-26,1010,Cash,1669.72,0.0,USD
2023-05-26,4001,Revenue,0.0,1542.47,USD
2023-05-26,2200,Sales Tax Payable,0.0,127.25,USD
2023-05-26,5000,Cost of Goods Sold,959.0,0.0,USD
2023-05-26,1200,Inventory,0.0,959.0,USD
2023-05-26,1100,Accounts Receivable,1211.79,0.0,USD
2023-05-26,4001,Revenue,0.0,1119.44,USD
2023-05-26,2200,Sales Tax Payable,0.0,92.35,USD
2023-05-26,5000,Cost of Goods Sold,623.89,0.0,USD
2023-05-26,1200,Inventory,0.0,623.89,USD
2023-05-26,1010,Cash,3870.57,0.0,USD
2023-05-26,4001,Revenue,0.0,3575.58,USD
2023-05-26,2200,Sales Tax Payable,0.0,294.99,USD
2023-05-26,5000,Cost of Goods Sold,1968.28,0.0,USD
2023-05-26,1200,Inventory,0.0,1968.28,USD
2023-05-26,6500,Office Supplies Expense,498.54,0.0,USD
2023-05-26,1010,Cash,0.0,498.54,USD
2023-05-29,1010,Cash,997.97,0.0,USD
2023-05-29,4001,Revenue,0.0,921.91,USD
2023-05-29,2200,Sales Tax Payable,0.0,76.06,USD
2023-05-29,5000,Cost of Goods Sold,572.85,0.0,USD
2023-05-29,1200,Inventory,0.0,572.85,USD
2023-05-29,1100,Accounts Receivable,2336.32,0.0,USD
2023-05-29,4001,Revenue,0.0,2158.26,USD
2023-05-29,2200,Sales Tax Payable,0.0,178.06,USD
2023-05-29,5000,Cost of Goods Sold,1175.24,0.0,USD
2023-05-29,1200,Inventory,0.0,1175.24,USD
2023-05-30,1100,Accounts Receivable,412.25,0.0,USD
2023-05-30,4001,Revenue,0.0,380.83,USD
2023-05-30,2200,Sales Tax Payable,0.0,31.42,USD
2023-05-30,5000,Cost of Goods Sold,231.02,0.0,USD
2023-05-30,1200,Inventory,0.0,231.02,USD
2023-05-30,1010,Cash,2364.93,0.0,USD
2023-05-30,1100,Accounts Receivable,0.0,2364.93,USD
2023-05-31,1100,Accounts Receivable,696.43,0.0,USD
2023-05-31,4010,Service Revenue,0.0,696.43,USD
2023-05-31,1010,Cash,3121.47,0.0,USD
2023-05-31,1100,Accounts Receivable,0.0,3121.47,USD
2023-06-01,1100,Accounts Receivable,406.89,0.0,USD
2023-06-01,4001,Revenue,0.0,375.88,USD
2023-06-01,2200,Sales Tax Payable,0.0,31.01,USD
2023-06-01,5000,Cost of Goods Sold,203.36,0.0,USD
2023-06-01,1200,Inventory,0.0,203.36,USD
2023-06-01,1010,Cash,1453.03,0.0,USD
2023-06-01,4001,Revenue,0.0,1342.29,USD
2023-06-01,2200,Sales Tax Payable,0.0,110.74,USD
2023-06-01,5000,Cost of Goods Sold,755.99,0.0,USD
2023-06-01,1200,Inventory,0.0,755.99,USD
2023-06-01,1200,Inventory,1002.42,0.0,USD
2023-06-01,2000,Accounts Payable,0.0,1002.42,USD
2023-06-02,1010,Cash,2009.25,0.0,USD
2023-06-02,4001,Revenue,0.0,1856.12,USD
2023-06-02,2200,Sales Tax Payable,0.0,153.13,USD
2023-06-02,5000,Cost of Goods Sold,986.97,0.0,USD
2023-06-02,1200,Inventory,0.0,986.97,USD
2023-06-02,1010,Cash,1981.62,0.0,USD
2023-06-02,1100,Accounts Receivable,0.0,1981.62,USD
2023-06-05,1100,Accounts Receivable,1513.75,0.0,USD
2023-06-05,4001,Revenue,0.0,1398.38,USD
2023-06-05,2200,Sales Tax Payable,0.0,115.37,USD
2023-06-05,5000,Cost of Goods Sold,826.96,0.0,USD
2023-06-05,1200,Inventory,0.0,826.96,USD
2023-06-05,1200,Inventory,1062.07,0.0,USD
2023-06-05,2000,Accounts Payable,0.0,1062.07,USD
2023-06-05,2000,Accounts Payable,1190.77,0.0,USD
2023-06-05,1010,Cash,0.0,1190.77,USD
2023-06-06,1010,Cash,1420.48,0.0,USD
2023-06-06,1100,Accounts Receivable,0.0,1420.48,USD
2023-06-07,1100,Accounts Receivable,1991.43,0.0,USD
2023-06-07,4001,Revenue,0.0,1839.66,USD
2023-06-07,2200,Sales Tax Payable,0.0,151.77,USD
2023-06-07,5000,Cost of Goods Sold,967.02,0.0,USD
2023-06-07,1200,Inventory,0.0,967.02,USD
2023-06-07,1010,Cash,1147.08,0.0,USD
2023-06-07,4001,Revenue,0.0,1059.66,USD
2023-06-07,2200,Sales Tax Payable,0.0,87.42,USD
2023-06-07,5000,Cost of Goods Sold,592.99,0.0,USD
2023-06-07,1200,Inventory,0.0,592.99,USD
2023-06-08,1010,Cash,1752.41,0.0,USD
